nct_id,title,status,phase,enrollment_target,enrollment_type,n_sites,states,sex,min_age,max_age,conditions,eligibility_snippet
NCT07235098,Effect of a Music Intervention in Reducing Distress and Pain in Patients With Lung Cancer Undergoing Mini-invasive Surgery,RECRUITING,NA,74,ESTIMATED,1,Canton Ticino,ALL,18 Years,No upper limit,Lung Cancer (Suspected or Confirmed),Inclusion Criteria: Suspected or confirmed diagnosis of lung cancer Age ≥ 18 years Indication for lung resection through...
NCT05131425,Facing Your Fears: Adolescents With ASD and Intellectual Disability,ACTIVE_NOT_RECRUITING,NA,73,ACTUAL,2,Colorado,ALL,12 Years,18 Years,"Autism Spectrum Disorder, Intellectual Disability, Anxiety, Emotion Regulation","Inclusion Criteria: Chronological age between 12-18 years A confirmed diagnosis of ASD, as based on a score above ASD cu..."
NCT07261839,"Effect of Visualized Meditation on Anxiety, Pain, and Comfort in Patients Undergoing Endoscopy",ENROLLING_BY_INVITATION,NA,72,ESTIMATED,1,Şehitkamil,ALL,18 Years,No upper limit,"Endoscopy, Pain, Comfort, Randomized Controlled Trial","Inclusion Criteria: Patients over the age of 18, with no hearing impairment, Students undergoing endoscopy for the first..."
NCT06132581,Causal Role of Delta-beta Coupling for Goal-directed Behavior in Anhedonic Depression,RECRUITING,NA,72,ESTIMATED,1,Florida,ALL,18 Years,65 Years,"Major Depressive Disorder, Anhedonia",Inclusion Criteria: Between the ages of 18 and 65 Able to provide informed consent Have normal to corrected vision Willi...
NCT06467916,"The Development of PATH, a Program to Support NICU Parent Mental Health Through the Transition From Hospital to Home",RECRUITING,NA,72,ESTIMATED,2,"Colorado, Oregon",ALL,,No upper limit,Perinatal Mental Health,Inclusion Criteria: NICU parents: Participants will be parents of currently hospitalized preterm infants from either the...
NCT07507617,"The Effect of Using a Stress Ball During Transrectal Ultrasound-Guided Prostate Biopsy on Anxiety, Pain, and Hemodynamic Variables",RECRUITING,NA,72,ESTIMATED,1,Mersin,MALE,18 Years,No upper limit,Stress,"Inclusion Criteria: Aged 18 years or older, Conscious and cooperative, Able to speak and understand Turkish, With stable..."
NCT05660642,"An Open-Label Study to Evaluate the Safety, Tolerability and Pharmacodynamics of BPL-003 in Patients With Treatment Resistant Depression",RECRUITING,PHASE2,72,ESTIMATED,3,No US/listed site,ALL,18 Years,75 Years,Treatment Resistant Depression,Inclusion Criteria: 1. Diagnosed with Major Depressive Disorder. 2. Diagnosed with TRD defined as failure to respond to ...
NCT07637799,Feasibility Study of UP-A-AST Parent Group for Adolescents With Autism and Co-occurring Anxiety/Depression,RECRUITING,NA,72,ESTIMATED,1,No US/listed site,ALL,12 Years,No upper limit,"Autistic Spectrum Disorder, Anxiety Disorders, Depressive Disorder",Inclusion Criteria: Adolescents aged 12-17 years Clinical diagnosis of autism spectrum disorder (ASD) according to DSM-I...
NCT07428070,Contextually Enhanced Exercise Programs for Rotator Cuff-Related Shoulder Pain,RECRUITING,NA,72,ESTIMATED,1,No US/listed site,ALL,18 Years,75 Years,"Rotator Cuff Related Shoulder Pain, Shoulder Pain, Rotator Cuff Injuries",Inclusion Criteria: Age between 18 and 75 years Clinical diagnosis of rotator cuff-related shoulder pain Shoulder pain d...
NCT07187557,The Effect of Self-Compassion Based Birth Preparation Program,ENROLLING_BY_INVITATION,NA,72,ESTIMATED,1,Ordu,FEMALE,18 Years,No upper limit,Pregnant Women,"Inclusion Criteria: Those who are 18 years of age and older, Those who have at least primary school education, Those who..."
NCT07135232,The Effects of Resistance Training and a Plant-Based Supplement on Perimenopausal Symptoms and Muscle Health.,RECRUITING,NA,72,ESTIMATED,1,North Humberside,FEMALE,40 Years,55 Years,"Perimenopause, Menopause",Inclusion criteria 1. Perimenopausal women between 40 - 55 years 2. Not currently engaging in consistent structured resi...
NCT07235839,"The Impact of an Advance Care Planning Game on Life-Sustaining Treatment Preferences, Depression, and Hope in Older Adults With Stroke",ACTIVE_NOT_RECRUITING,NA,72,ESTIMATED,1,No US/listed site,ALL,65 Years,100 Years,"Stroke, Advance Care Planning",Inclusion Criteria: Older adults aged 65-100 years. Diagnosed with ischemic or hemorrhagic stroke confirmed by computer ...
NCT07694895,"""The Effect of AI-Assisted Mobilization Education on Kinesiophobia and Readiness for Hospital Discharge in Patients Undergoing Total Knee Arthroplasty''",RECRUITING,NA,72,ESTIMATED,1,İzmit,ALL,18 Years,100 Years,Total Knee Anthroplasty,"Inclusion Criteria: Willing to participate in the study voluntarily, Aged 18 years or older, Undergoing primary total kn..."
NCT07288047,Virtual Reality as a Method for Pain and Anxiety Control During First Trimester Procedural Abortion,RECRUITING,NA,72,ESTIMATED,2,Pennsylvania,FEMALE,18 Years,No upper limit,"Abortion, First Trimester, Pain Management, Pain After Surgery, Satisfaction, Satisfaction With Care, Anxiety After Surgery",Inclusion Criteria: Patients at Planned Parenthood of Western Pennsylvania who have decided to undergo and are eligible ...
NCT07693010,"The Effect Of Postpartum Therapeutıc Touch On Breastfeedıng Self-Effıcacy, Maternal Attachment, And Postpartum Depressıon In Prımıparous Women: A Randomızed Controlled Study",ACTIVE_NOT_RECRUITING,NA,72,ACTUAL,1,Merkez,FEMALE,18 Years,49 Years,"Breastfeeding Self-efficacy, Maternal Attachment",Inclusion Criteria: Mothers who volunteer to participate in the study must meet the following criteria: Be 18 years of a...
NCT06698081,The Effect of Using Multimedia During the Informed Consent Process on the Anxiety of Parents of Orchiopexy Patients,RECRUITING,NA,70,ESTIMATED,1,Istanbul,ALL,18 Years,No upper limit,"Undescended Testis, Anxiety State",Inclusion Criteria: parents of orchiopexy patients Exclusion Criteria: history of previous orchiopexy surgery orchiopexy...
NCT06969053,Effect of MIT for CI With Anxiety,RECRUITING,NA,70,ESTIMATED,1,No US/listed site,ALL,8 Years,No upper limit,"Chronic Insomnia, Anxiety Disorders",Inclusion Criteria: 1. Diagnosed with Insomnia Disorder according to DSM-5 criteria. 2. Pittsburgh Sleep Quality Index (...
NCT06066983,DINO RCT - Treating Anxiety in Children With Autism,RECRUITING,NA,70,ESTIMATED,1,Maryland,ALL,4 Years,6 Years,"Autism Spectrum Disorder, Anxiety Disorders",Inclusion Criteria: Age 4 years 0 months to 6 years 11 months DSM-5 ASD diagnosis based on clinical impressions and resu...
NCT05289999,Interest of the Virtual Reality as an Analgesic Support and in the Management the Pre-procedural Anxiety in Rheumatology,RECRUITING,NA,70,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,Radiculopathy,Inclusion Criteria: Adult patient (age ≥ 18 years) Hospitalized in a day-hospitalization department at the General Hospi...
NCT07522554,Lavender and Lemongrass Aromatherapy for Pain and Anxiety in Labor: A Randomized Trial,ACTIVE_NOT_RECRUITING,NA,70,ESTIMATED,1,São Paulo,FEMALE,18 Years,40 Years,Labor Pain and Anxiety,"Inclusion Criteria: Women aged 18 to 40 years, regardless of parity; Term pregnancy (gestational age between 37 weeks an..."
NCT07018791,Art-Based Pain Assessment Tool in Patients With Temporomandibular Joint Disorders,RECRUITING,PHASE3,70,ESTIMATED,1,Mecca Region,ALL,18 Years,No upper limit,"Temporomandibular Disorders (TMD), Wilkes 1 and 2, TMJ Pain, TMJ - Oral &Amp;Maxillofacial Surgery, Art Therapy, TMD Art Pain Study",Inclusion Criteria: Adults aged 18 years or older Diagnosed with Temporomandibular Disorders (TMD) requiring conservativ...
NCT07634445,"The Effect of Pre-Breastfeeding Breathing Exercises on Maternal Anxiety, Well-being, and Infant Stress in Mothers Whose Infants Are in the Neonatal Intensive Care Unit",RECRUITING,NA,70,ESTIMATED,1,Elâzığ,FEMALE,18 Years,No upper limit,"Anxiety, Psychological Well-being, Stress, Breath Exercise, Newborn","Inclusion Criteria: Ability to communicate verbally, Being 18 years of age or older, Having a baby in the neonatal inten..."
NCT07216222,K08 VR Fear Conditioning,ENROLLING_BY_INVITATION,NA,70,ESTIMATED,1,California,ALL,18 Years,70 Years,"Anxiety and Fear, PTSD, Veteran",Inclusion Criteria: Male Female Between 18 and 70 years of age Adequate visual and auditory acuity to allow neuropsychol...
NCT06992895,"The Effect of Hologram Application on Pain, Anxiety, and Fear Levels in Children During Burn Dressing",RECRUITING,NA,70,ESTIMATED,2,Yakutiye,ALL,3 Years,12 Years,"Burn Wounds, Burn",Inclusion Criteria: The subject has indicated their willingness to participate in the study. Physical and mental health....
NCT06603025,"Preoperative Chewing Gum on Anxiety and Postoperative Nausea and Vomiting, Gastrointestinal Function",ACTIVE_NOT_RECRUITING,NA,70,ESTIMATED,1,North Cyprus Via Mersin,ALL,18 Years,No upper limit,"Gum Chewing, Preoperative, Anxiety, Postoperative Nausea and Vomiting",Inclusion Criteria: American Society of Anesthesiologists physical status I-II body mass index (BMI) < 30 (kg/m2) indivi...
NCT04657432,"Brief, High-dose rTMS for Depression",ACTIVE_NOT_RECRUITING,NA,70,ESTIMATED,1,South Carolina,ALL,18 Years,60 Years,"Depression, Anxiety","Inclusion Criteria: A negative urine pregnancy test, if female subject of childbearing potential. Able to speak English ..."
NCT05357313,Adjunctive Bright Light Therapy in Patients With Bipolar Depression and Eveningness,ACTIVE_NOT_RECRUITING,NA,70,ESTIMATED,1,No US/listed site,ALL,18 Years,65 Years,Bipolar Depression,Inclusion Criteria: 1. Aged 18-65 years. 2. Is capable to give informed consent. 3. Meeting the diagnostic criteria of b...
NCT06565936,DPA-714 and FDG PET/MRI in Depression,RECRUITING,NA,70,ESTIMATED,1,Liaoning,ALL,35 Years,85 Years,Depression,Inclusion Criteria: 1. For all groups : No alcohol or psychoactive substances such as coffee had been consumed in the 24...
NCT06867549,Slow Wave Induction by Propofol to Eliminate Depression (SWIPED) Stage II,RECRUITING,PHASE2,70,ESTIMATED,1,Missouri,ALL,60 Years,No upper limit,Depression,Inclusion Criteria: Provision of signed and dated informed consent form Stated willingness to comply with all study proc...
NCT07574060,Allopurinol in Depression,RECRUITING,"PHASE2, PHASE3",70,ESTIMATED,1,No US/listed site,ALL,18 Years,60 Years,Depression,"Inclusion Criteria: Patients aged greater than 18 years old. Patients with a HAM-D score of at least 10 with item 1, dep..."
NCT07517549,Sexual Health Education During Pregnancy,RECRUITING,NA,70,ESTIMATED,1,Ordu,FEMALE,18 Years,45 Years,"Sexuality, Depression, Pregnancy Related","Eligibility criteria; Volunteers to participate in the research, primary school graduate, Pregnant between 16-20 weeks H..."
NCT06399406,Mindfulness Engaged Neurostimulation for Depression,ACTIVE_NOT_RECRUITING,PHASE2,70,ESTIMATED,1,California,ALL,18 Years,65 Years,"Depression, Treatment Resistant Depression, Major Depressive Disorder, Depressive Disorder","Inclusion Criteria: Diagnosis of major depressive episode (MDE, in accordance with the Diagnostic and Statistical Manual..."
NCT06708585,Information and Progressive Relaxation Exercises,RECRUITING,NA,68,ESTIMATED,1,No US/listed site,FEMALE,18 Years,35 Years,"Caesarean Section, Fear, Anxiety, Pain","Inclusion Criteria: Between the ages of 18-35, Primigravida, Applied for planned cesarean section, Live singleton pregna..."
NCT07311005,NURSE - LED DIGITAL EDUCATION AND BIGOREXIA,ENROLLING_BY_INVITATION,NA,68,ESTIMATED,1,Mağusa,MALE,18 Years,30 Years,"Bigorexia, Muscle Dysmorphia, Wellness, Nurse-Led Digital Education",Inclusion Criteria: Being between 18-30 years of age Being male Actively attending a gym/fitness center Providing volunt...
NCT05323864,Going to Altitude With Anxious-depressive Symptoms,RECRUITING,NA,68,ESTIMATED,1,Tyrol,ALL,18 Years,65 Years,"Hypoxia, Mental Disorder",Inclusion Criteria: sufficient command of the German language no psychotic or cognitive disorders patients suffering fro...
NCT07507721,Tele-Nursing-Supported Mindfetalness: Anxiety and Prenatal Attachment,RECRUITING,NA,68,ESTIMATED,2,No US/listed site,FEMALE,18 Years,No upper limit,"Tele-nursing, Fetal Movement",Inclusion Criteria: Aged 18 years or older Being at the 28th week of gestation Having a singleton pregnancy Being primip...
NCT07294690,"The Effect of Preoperative Training With Virtual Reality on Anxiety, Readiness for Surgery and Recovery Process of Patients in Colorectal Cancer Surgery",RECRUITING,NA,68,ESTIMATED,1,No US/listed site,ALL,18 Years,70 Years,"Anxiety, Surgical Preparation, and Recovery Process in Colorectal Cancer Surgery","Inclusion Criteria: Agreement to participate in the study, Ability to read and write in Turkish, Being conscious and com..."
NCT07507656,The Effect of a Stress Ball Applied Before Retrograde Intrarenal Surgery,RECRUITING,NA,66,ESTIMATED,1,Mersin,ALL,18 Years,No upper limit,"Anxiety, Fear",Inclusion Criteria: Patients to be included in the study are those who: Are scheduled to undergo Retrograde Intrarenal S...
NCT07016880,"Anxiety, Physiological Parameters, Patient Satisfaction and VR in Gynecological Oncology Surgery",RECRUITING,NA,66,ESTIMATED,1,No US/listed site,FEMALE,18 Years,No upper limit,"Preoperative Anxiety, Women&#39;s Health, Gynecological Cancers, Gynecological Surgery",Inclusion Criteria: The participant must have a confirmed diagnosis of gynecological cancer. The participant must be awa...
NCT07423039,Auricular Acupressure for Perioperative Anxiety and Pain in Therapeutic Breast Surgery (ROSA),RECRUITING,NA,66,ESTIMATED,1,No US/listed site,FEMALE,18 Years,99 Years,Breast Cancer Females,Inclusion Criteria: Female gender Breast cancer patients undergoing therapeutic breast surgery at Robert Bosch Hospital ...
NCT07415941,MBM and taVNS for Low Back Pain and Depressive Symptoms,RECRUITING,NA,66,ESTIMATED,1,Florida,ALL,50 Years,85 Years,Chronic Low Back Pain,"Inclusion Criteria: 1. aged 50 to 85 years old 2. intact cognition (examined by the Mini-Mental State Exam, ≥ 24) 3. exp..."
NCT07490379,Comparison of the Efficacy of Transcranial Direct Current Stimulation at Home Versus in Hospital Settings in Patients With Depressive Episodes,RECRUITING,NA,66,ESTIMATED,6,No US/listed site,ALL,18 Years,No upper limit,Depression,Inclusion Criteria: Men or women over the age of 18 Psychiatric diagnosis: Presenting a depressive episode characterised...
NCT07101172,The Effectiveness of Stress Ball in Managing Anxiety and Pain During Prostate Biopsy,ENROLLING_BY_INVITATION,NA,66,ESTIMATED,1,Merkez,MALE,18 Years,No upper limit,"Anxiety, Pain, Prostate Biopsy","Inclusion Criteria: Patients who come to the Urology Service for a prostate biopsy, are willing to participate in the st..."
NCT07737990,Psilocybin-Assisted Group Integration Psychotherapy for Treatment-Resistant Depression,ENROLLING_BY_INVITATION,NA,65,ESTIMATED,1,Ontario,ALL,18 Years,No upper limit,Treatment-resistant Depression (TRD),Inclusion Criteria: Must be deemed to have capacity to provide informed consent; Must sign and date the informed consent...
NCT07781943,"The Effect of Diaphragmatic Breathing Exercises Before Gastroscopy on Anxiety, Fear, and Vital Signs",RECRUITING,NA,64,ESTIMATED,1,No US/listed site,ALL,18 Years,No upper limit,"Breath Exercise, State Anxiety, Adult Patients, Vital Signs Monitoring, Fear",Inclusion Criteria: Adults aged 18 years or older. Scheduled to undergo diagnostic gastroscopy. Medically eligible for g...
NCT06670846,Management of Preoperative Anxiety in Children: Could a Lollipop Be the Solution?,RECRUITING,NA,63,ESTIMATED,1,Tunis Governorate,ALL,4 Years,10 Years,"Anxiety, Preoperative","Inclusion Criteria: Age > 4 ans , ASA 1 ou 2 Exclusion Criteria: Children who rejected premedication - The occurrence of..."
NCT06800989,To Assess the Contribution of Sophrology Assisted by an Ambulatory Device on the Anxiety of Patients Undergoing Chemotherapy for the Treatment of Localized Breast Cancer,RECRUITING,NA,63,ESTIMATED,3,No US/listed site,FEMALE,18 Years,No upper limit,Breast Cancer Female,Inclusion Criteria: 1. Patient with localized breast cancer 2. Patient > 18 years old 3. Patient requiring chemotherapy ...
